customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
960A-B,Male,0,Yes,Yes,38,No,No phone service,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.0698147739203,3047.741148488415,No
961A-B,Male,0,Yes,Yes,37,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),60.884564047220564,2263.3152476915693,No
962A-B,Male,0,No,No,45,No,No,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Credit card (automatic),39.69251653143204,1797.3145348926403,No
963A-B,Male,0,No,Yes,50,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),116.80984499339408,5829.5350619644205,No
964A-B,Male,1,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),66.00962680455905,1056.6164885215883,No
965A-B,Male,1,No,No,70,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Mailed check,63.21092017105655,4418.878605185904,No
966A-B,Male,0,No,Yes,28,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,77.38219857612573,2150.473132804187,No
967A-B,Male,0,Yes,No,1,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,65.62742060258572,62.88054792767469,Yes
968A-B,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),33.747194178695146,1560.4100949402507,No
969A-B,Female,0,No,No,3,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),96.92379363502808,291.8789209897122,Yes
970A-B,Female,1,Yes,No,59,No,Yes,No,No,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),89.45277875110408,5276.74623646343,No
971A-B,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,62.751318069703714,141.87641186174795,Yes
972A-B,Female,0,Yes,No,6,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,47.56580326437612,288.77954485939614,Yes
973A-B,Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,100.2086447035019,1008.0475761172382,Yes
974A-B,Male,0,Yes,Yes,28,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),108.2196317930136,3023.3121357328823,No
975A-B,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),93.8368446694947,104.07963388487639,Yes
976A-B,Female,1,Yes,Yes,40,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),100.86265733624909,4031.9861132056594,Yes
977A-B,Female,0,Yes,No,56,No,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,27.248292543272953,1524.416816647628,Yes
978A-B,Female,0,Yes,Yes,61,No,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,87.51096747860304,5346.56820968291,No
979A-B,Female,0,No,Yes,8,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,57.858410225772005,466.518162954992,Yes
980A-B,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,80.3681353454887,884.9339833205322,Yes
981A-B,Female,0,Yes,No,66,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,No,Electronic check,52.58905235383112,3457.43726416259,No
982A-B,Male,0,No,Yes,20,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,45.692746376383624,902.701206977825,No
983A-B,Male,0,Yes,Yes,52,Yes,No,No,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),109.60036695847654,5697.918943962949,No
984A-B,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),18.46635569461024,208.1019207327461,Yes
985A-B,Male,0,No,No,52,Yes,No phone service,DSL,No internet service,No,No,No,No,Yes,Two year,Yes,Mailed check,108.0610000799346,5620.506428484808,No
986A-B,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),30.190362814180105,126.88161480979099,Yes
987A-B,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,34.678574835075935,1862.5460669200847,No
988A-B,Female,0,Yes,Yes,14,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),19.572256602325055,262.43949563910587,No
989A-B,Female,0,Yes,No,19,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,114.57657445597876,2172.2382997828163,No
990A-B,Male,0,Yes,No,10,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,55.31054502969847,574.9526737314268,Yes
991A-B,Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),64.6149367863566,1237.3062873526605,Yes
992A-B,Female,0,Yes,No,42,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,22.45013583850958,941.7964356814778,No
993A-B,Female,0,Yes,Yes,18,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),110.31064992849437,1973.9521998870384,No
994A-B,Male,0,Yes,No,7,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,52.41738750672345,373.52082793696314,Yes
995A-B,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.87944169831358,162.60477682374298,Yes
996A-B,Female,0,No,Yes,65,No,No,No,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,32.40398156580254,2114.987014183711,No
997A-B,Male,0,No,No,3,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),43.98243019949432,113.85509136112537,Yes
998A-B,Female,0,Yes,No,41,No,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.243619543010254,1803.8977270766138,No
999A-B,Male,0,Yes,Yes,47,Yes,No phone service,No,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Electronic check,89.58836977394722,4210.628089432397,Yes
